제목,이미지URL,촬영장소,사진작가,검색키워드,콘텐츠ID,콘텐츠타입ID,등록일시,수정일시
가평역,http://tong.visitkorea.or.kr/cms2/website/15/1229815.jpg,경기도 가평,한국관광공사 김지호,"가평역 유물전시관, 기차역",1229815,17,20110316173744,20151014093015
가평향교,http://tong.visitkorea.or.kr/cms2/website/24/1102924.jpg,경기도 가평,한국관광공사 박성근,가평향교 안내문 ,1102924,17,20100930174221,20150904103018
가평현암농경유물박물관,http://tong.visitkorea.or.kr/cms2/website/08/1104308.jpg,경기도 가평,한국관광공사 박성근,가평현암농경유물박물관,1104308,17,20101006133108,20150903160052
가회민화박물관,http://tong.visitkorea.or.kr/cms2/website/57/2468957.jpg,서울특별시 종로구 가회동,스튜디오 홍반장,"가회민화박물관, 서울특별시 종로구, 2015 전통체험관광 기획사진, 북촌한옥마을, 공예공방, 전통공예, 민화, 물감, 붓",2468957,17,20161222094758,20170915135212
가회박물관,http://tong.visitkorea.or.kr/cms2/website/22/1398522.jpg,서울,한국관광공사 김지호 ,"가회박물관, 민화박물관, 민화그리기 체험",1398522,17,20111010143558,20150804175641
각원사,http://tong.visitkorea.or.kr/cms2/website/89/3447889.jpg,충청남도 천안시 동남구,강윤구,"각원사, 충청남도 천안시, 절, 사찰, 종교, 불교, 태조산, 천안8경 제4경, 단청, 서까래, 풍경, 10월 추천여행지, 사진기자단, 프레임코리아2기",3447889,17,20241217174349,20241219133538
각원사 봄 풍경,http://tong.visitkorea.or.kr/cms2/website/90/2504290.jpg,충청남도 천안시 동남구,진재원,"2017 제45회 대한민국 관광사진 공모전, 입선, 각원사 봄 풍경, 충청남도 천안시, 절, 사찰, 겹벚꽃, 벚나무, 청동 아미타불상",2504290,17,20170825041743,20240628102723
간송미술관,http://tong.visitkorea.or.kr/cms2/website/37/1675237.jpg,서울,한국관광공사 박성근,"간송미술관, 전시관",1675237,17,20120719175150,20150728112714
간월암,http://tong.visitkorea.or.kr/cms2/website/86/2664286.jpg,충청남도 서산시 부석면,한국관광공사 이범수,"간월암, 충청남도 서산시, 암자, 절, 사찰, 섬, 바다",2664286,17,20200720144401,20200720144414
간월재,http://tong.visitkorea.or.kr/cms2/website/13/3095113.jpg,울산광역시 울주군 상북면,라이브스튜디오,"간월재, 울산광역시 울주군, 영남 알프스, 울산12경, 신불산 억새평원, 자연관광지, 자연생태관광지, 산책로, 산책길, 걷기여행, 억새밭, 가을, 추경, 드론촬영, 드론사진, 항공촬영, 파노라마",3095113,17,20240205155834,20240205160326
간월재의 여름,http://tong.visitkorea.or.kr/cms2/website/83/1961683.jpg,울산광역시,방현혁,"2014 제42회 대한민국 관광사진 공모전, 입선, 간월재의 여름, 간월재, 여름, 울산, 울산시, 울산광역시",1961683,17,20141103232635,20240613162320
간장게장,http://tong.visitkorea.or.kr/cms2/website/40/3052840.jpg,충청남도 태안군,천준교,"간장게장, 충청남도 태안군, 꽃게장, 한국음식, 한식, 양념게장, 10월 추천여행지, 사진기자단, 프레임코리아1기",3052840,17,20231129203804,20240710162002
간재미회무침,http://tong.visitkorea.or.kr/cms2/website/97/2570897.jpg,전라남도 여수시,한국관광공사 김지호,"간재미회무침, 전라남도 여수시, 간재미무침, 음식",2570897,17,20181129101239,20181129101309
간절곶,http://tong.visitkorea.or.kr/cms2/website/28/2651928.jpg,울산광역시 울주군 서생면,두잇컴퍼니 노시현,"간절곶 소망우체통, 울산광역시 울주군, 해돋이 명소, 일출 명소, 울산바다, 간절곶 소망우체통",2651928,17,20200408104053,20200408104114
갈낙탕,http://tong.visitkorea.or.kr/cms2/website/28/1013928.jpg,전라남도 영암,한국관광공사 박성근,갈낙탕,1013928,17,20100503180233,20150819153824
갈대숲 길따라,http://tong.visitkorea.or.kr/cms2/website/32/1961932.jpg,서울특별시,고영훈,"2014 제42회 대한민국 관광사진 공모전, 입선, 안양천시민공원, 안양천, 공원, 서울",1961932,17,20141104020348,20240613154535
갈두항,http://tong.visitkorea.or.kr/cms2/website/77/983977.jpg,전남 해남,한국관광공사 김지호,"갈두항, 땅끝마을, 갈두항방파제등대",983977,17,20100323160931,20150817133021
갈두항방파제등대,http://tong.visitkorea.or.kr/cms2/website/73/2728773.jpg,전라남도 해남군 송지면,한국관광공사 송재근,"갈두항방파제등대, 전라남도 해남군",2728773,17,20210729143736,20210729143900
갈미조개,http://tong.visitkorea.or.kr/cms2/website/28/2927128.jpg,부산광역시 강서구 르노삼성대로 602  ,부산관광공사,"갈미조개, 부산광역시 강서구, 부산관광공사",2927128,17,20221130185021,20221202090346
갈비찜,http://tong.visitkorea.or.kr/cms2/website/04/3105604.jpg,대한민국(한국),토라이 리퍼블릭,"갈비찜, 소갈비찜, 한국음식, 한식, 궁중음식, 궁중요리, 명절음식, 전통음식, 젓가락",3105604,17,20240226104449,20240226104910
갈비탕,http://tong.visitkorea.or.kr/cms2/website/32/3466932.jpg,대한민국(한국),토라이 리퍼블릭,"갈비탕, 국밥, 뚝배기, 한국음식, 한식",3466932,17,20250110112536,20250218090238
갈천동 초가 까치구멍집,http://tong.visitkorea.or.kr/cms2/website/14/2648614.jpg,경상북도 영덕군 창수면,한국관광공사 김지호,"갈천동 초가 까지구멍집, 경상북도 영덕군, 초가집",2648614,17,20200225150322,20200225150339
갈치구이,http://tong.visitkorea.or.kr/cms2/website/02/2814602.jpg,제주특별자치도,한국관광공사 김지호,"갈치구이, 제주특별자치도, 제주도, 생선구이, 한식, 한국음식, 구이 요리",2814602,17,20220331154012,20220331154052
갈치국,http://tong.visitkorea.or.kr/cms2/website/54/1805754.jpg,제주도 제주시,한국관광공사 이범수,"제주도, 갈치국",1805754,17,20130418153548,20150622131042
갈치조림,http://tong.visitkorea.or.kr/cms2/website/34/2010234.jpg,제주도,한국관광공사 이범수,"갈치조림, 갈치, 조림, 무, 음식, 제주도",2010234,17,20150616111741,20150616111856
갈치회,http://tong.visitkorea.or.kr/cms2/website/00/2814600.jpg,제주특별자치도,한국관광공사 김지호,"갈치회, 제주특별자치도, 제주도, 생선회, 한식, 한국음식, 갈치회초무침",2814600,17,20220331153648,20220331154317
감곡매괴성모순례지성당,http://tong.visitkorea.or.kr/cms2/website/83/2007183.jpg,충청북도 음성,한국관광공사 이범수,"감곡매괴성모순례지성당, 음성 감곡매괴성모순례지성당, 감곡성당, 매괴성당, 성당, 음성",2007183,17,20150602165346,20150602165512
감금실_소록도공원,http://tong.visitkorea.or.kr/cms2/website/47/1682347.jpg,전라남도 고흥,한국관광공사 김지호,"소록도, 섬, 소록도공원, 구 소록도갱생원, 감금실",1682347,17,20120727112346,20150702093344
감나무잎 피어나는 낙안읍성,http://tong.visitkorea.or.kr/cms2/website/70/2563770.jpg,전라남도 순천시 낙안면,나기환,"2018 제46회 대한민국 관광사진 공모전, 입선, 감나무잎 피어나는 낙안읍성, 전라남도 순천시, 낙안읍성민속마을 야경, 낙안읍성 야경, 사적 제302호, 낙안민속마을 야경, 전통마을, 초가집",2563770,17,20181023010554,20240701170333
감만부두 시민공원,http://tong.visitkorea.or.kr/cms2/website/24/2928624.jpg,부산광역시 남구 감만동 626-1,부산관광공사,"감만부두 시민공원, 부산광역시 남구, 부산관광공사",2928624,17,20221130191845,20221202145115
감성마을 이외수 문학관,http://tong.visitkorea.or.kr/cms2/website/31/2594231.jpg,강원도 화천군 상서면,한반도관광센터 비켄,"감성마을 이외수 문학관, 강원도 화천군, DMZ 관광, DMZ 투어, 안보관광지",2594231,17,20190402092032,20190402092049
감악산 출렁다리,http://tong.visitkorea.or.kr/cms2/website/22/2593722.jpg,경기도 파주시 적성면,한반도관광센터 비켄,"감악산 출렁다리, 경기도 파주시, DMZ 관광, DMZ 투어, 안보관광지, 산악 현수교",2593722,17,20190327163233,20190327163245
감악산 출렁다리의 아침,http://tong.visitkorea.or.kr/cms2/website/52/2504252.jpg,경기도 파주시 적성면,박해준,"2017 제45회 대한민국 관광사진 공모전, 입선, 감악산 출렁다리의 아침, 경기도 파주시, 산악 현수교, 다리, 겨울, 설경, 눈",2504252,17,20170825034256,20240702171314
감은사지 삼층석탑,http://tong.visitkorea.or.kr/cms2/website/29/977429.jpg,경상북도 경주,한국관광공사 김지호,"감은사지석탑, 감은사지 삼층석탑, 외국인 관광객",977429,17,20100317092708,20150817091049
감자옹심이,http://tong.visitkorea.or.kr/cms2/website/17/2825617.jpg,강원도 강릉시,디엔에이스튜디오,"감자옹심이, 강원도 강릉시, 감자옹심이칼국수, 한국음식, 한식",2825617,17,20220629145151,20220629145203
감자탕,http://tong.visitkorea.or.kr/cms2/website/27/2006627.jpg,충청남도 부여,한국관광공사 이범수,"감자탕, 뼈다귀 감자탕, 탕, 파, 밥, 고추, 음식, 한식, 부여",2006627,17,20150529172326,20150529172409
감전야생화단지,http://tong.visitkorea.or.kr/cms2/website/62/2927562.jpg,부산광역시 사상구 감전동 873,부산관광공사,"감전야생화단지, 부산광역시 사상구, 부산관광공사",2927562,17,20221130193343,20221202131238
감지해변,http://tong.visitkorea.or.kr/cms2/website/53/2960953.jpg,부산광역시 영도구 감지길 110,부산관광공사,"감지해변, 부산광역시 영도구, 부산관광공사",2960953,17,20221130201723,20230410163914
감천동 문화마을,http://tong.visitkorea.or.kr/cms2/website/98/1261298.jpg,부산광역시,한국관광공사 김지호,감천동 문화마을,1261298,17,20110420163352,20151020111918
감천문화마을,http://tong.visitkorea.or.kr/cms2/website/74/2988674.jpg,부산광역시 사하구 감천동,한국관광공사 송재근,"감천문화마을, 부산광역시 사하구, 감천동 문화마을, 태극도 마을, 야경",2988674,17,20230519152332,20230519152400
감천문화마을 (2019),http://tong.visitkorea.or.kr/cms2/website/34/2927634.jpg,부산광역시 사하구 감내2로 203,부산관광공사,"감천문화마을 (2019), 부산광역시 사하구, 부산관광공사",2927634,17,20221130193356,20221202131915
감천문화마을 (2020),http://tong.visitkorea.or.kr/cms2/website/65/2927665.jpg,부산광역시 사하구 감내2로 203,부산관광공사,"감천문화마을 (2020), 부산광역시 사하구, 부산관광공사",2927665,17,20221130193415,20221202132119
감천문화마을 (2021),http://tong.visitkorea.or.kr/cms2/website/82/2927582.jpg,부산광역시 사하구 감내2로 203,부산관광공사,"감천문화마을 (2021), 부산광역시 사하구, 부산관광공사",2927582,17,20221130193353,20221202131414
감천문화마을 (2022),http://tong.visitkorea.or.kr/cms2/website/42/2927842.jpg,부산광역시 사하구 감내2로 203,부산관광공사,"감천문화마을 (2022), 부산광역시 사하구, 부산관광공사",2927842,17,20221130193546,20221202133200
감천문화마을야경,http://tong.visitkorea.or.kr/cms2/website/35/2907535.jpg,부산광역시 사하구 감천동,김상석,"?2022 대한민국 관광공모전(사진), 감천문화마을 야경, 부산광역시 사하구, 감천문화마을, 감천동 문화마을, 태극도 마을",2907535,17,20221114155325,20221121160935
감천문화마을의 빛,http://tong.visitkorea.or.kr/cms2/website/92/2563892.jpg,부산광역시 사하구 감천동,이상운,"2018 제46회 대한민국 관광사진 공모전, 입선, 감천문화마을의 빛, 부산광역시 사하구, 감천문화마을 야경, 감천동 문화마을 야경, 태극도 마을 야경, 감천문화마을 전경, 감천동 문화마을 전경, 태극도 마을 전경",2563892,17,20181023190851,20240701160716
감천문화마을의 야경,http://tong.visitkorea.or.kr/cms2/website/83/2445883.jpg,부산광역시 서구,김성기,"2016 제44회 관광사진 공모전, 입선, 감천문화마을의 야경, 부산광역시 서구, 천마산, 부산시 야경",2445883,17,20161206015309,20230320154655
감천항 동방파제,http://tong.visitkorea.or.kr/cms2/website/58/2927958.jpg,부산광역시 서구 암남동 704,부산관광공사,"감천항 동방파제, 부산광역시 서구, 부산관광공사",2927958,17,20221130193653,20221202133919
갑사계곡,http://tong.visitkorea.or.kr/cms2/website/00/2047000.jpg,충청남도 공주시,한국관광공사 김지호,"갑사계곡, 충청남도 공주, 계룡산, 계룡팔경, 계곡, 가을, 단풍, 은행, 나무, 산책로, 등산로",2047000,17,20151208102331,20151208102344
갑천누리길,http://tong.visitkorea.or.kr/cms2/website/15/2604515.jpg,대전광역시,한국관광공사 김지호,"갑천누리길, 대전광역시, 걷기여행, 트레킹, 트래킹",2604515,17,20190531103535,20190531103555
갓김치,http://tong.visitkorea.or.kr/cms2/website/61/2706761.jpg,대한민국(한국),알렉스 분도,"갓김치, 한식, 한국음식",2706761,17,20210222152746,20210222152857
