콘텐츠제목,주소,대표이미지(원본),대표이미지(썸네일),콘텐츠ID,콘텐츠타입ID,교과서속여행지,상세주소,대분류,중분류,소분류,저작권유형,GPSX좌표,GPSY좌표 ,MAP레벨,등록일,수정일,전화번호,지역코드,시군구코드
송정해변(송정해수욕장),강원특별자치도 강릉시 송정길30번안길 20-3,http://tong.visitkorea.or.kr/cms/resource/33/2671433_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/33/2671433_image3_1.jpg,125694,12,0,,A01,A0101,A01011200,Type3,128.9380761100,37.7768693564,6,20040227090000,20250409162909,,32,1
죽도해수욕장,강원특별자치도 양양군 현남면 인구중앙길,http://tong.visitkorea.or.kr/cms/resource/07/2738607_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/07/2738607_image3_1.jpg,125720,12,0,,A01,A0101,A01011200,Type3,128.7595861490,37.9723515608,6,20030710090000,20250409110352,,32,7
하조대해수욕장,강원특별자치도 양양군 현북면 하조대해안길 35,http://tong.visitkorea.or.kr/cms/resource/73/2745273_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/73/2745273_image3_1.jpg,125701,12,0,,A01,A0101,A01011200,Type3,128.7242655472,38.0229894402,6,20031014090000,20250409105614,,32,7
속초해수욕장,강원특별자치도 속초시 해오름로 190,http://tong.visitkorea.or.kr/cms/resource/63/2733163_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/63/2733163_image3_1.jpg,125707,12,0,(조양동),A01,A0101,A01011200,Type3,128.6019936305,38.1905759129,6,20030714090000,20250409095539,,32,5
표선해수욕장,제주특별자치도 서귀포시 표선면 민속해안로 592,http://tong.visitkorea.or.kr/cms/resource/01/3034601_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/01/3034601_image3_1.jpg,128794,12,0,,A01,A0101,A01011200,Type3,126.8424244429,33.3256630271,6,20060220090000,20250409092420,,39,3
화순금모래해수욕장,제주특별자치도 서귀포시 안덕면 화순해안로,http://tong.visitkorea.or.kr/cms/resource/52/3023852_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/52/3023852_image3_1.jpg,126443,12,0,91,A01,A0101,A01011200,Type3,126.3335149080,33.2407004292,6,20030925090000,20250408145432,,39,3
유동해변(유동해수욕장),경상남도 통영시 욕지면 욕지일주로 1148-101,http://tong.visitkorea.or.kr/cms/resource/48/2787948_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/48/2787948_image3_1.jpg,2782847,12,0,,A01,A0101,A01011200,Type3,128.2439879726,34.6232426742,6,20211129231352,20250408103120,,36,17
신양섭지해수욕장,제주특별자치도 서귀포시 성산읍 섭지코지로 107,http://tong.visitkorea.or.kr/cms/resource/02/3024202_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/02/3024202_image3_1.jpg,126447,12,0,,A01,A0101,A01011200,Type3,126.9280674087,33.4302500880,6,20030707090000,20250404162623,,39,3
황성금리해수욕장,전라남도 신안군 신의면 하태서리 산151-1,,,2723774,12,0,,A01,A0101,A01011200,,126.0559791321,34.5345491127,6,20210629231325,20250404140047,,38,12
사량도 대항해수욕장,경상남도 통영시 사량면 금평리,,,2723514,12,0,545-1,A01,A0101,A01011200,,128.2135208308,34.8510361215,6,20210625222532,20250404135054,,36,17
거문도해수욕장,전라남도 여수시 삼산면 덕촌리,http://tong.visitkorea.or.kr/cms/resource/91/2664391_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/91/2664391_image3_1.jpg,2723663,12,0,,A01,A0101,A01011200,Type3,127.3043097534,34.0199742783,6,20210629012354,20250404132147,,38,13
해운대해수욕장,부산광역시 해운대구 해운대해변로 264,http://tong.visitkorea.or.kr/cms/resource/67/2612467_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/67/2612467_image3_1.jpg,126081,12,0,(우동),A01,A0101,A01011200,Type3,129.1603078991,35.1591243474,6,20031208090000,20250404095347,,6,16
왜목마을 해수욕장,충청남도 당진시 석문면 왜목길 26,http://tong.visitkorea.or.kr/cms/resource/69/3047169_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/69/3047169_image3_1.JPG,2022541,12,0,,A01,A0101,A01011200,Type3,126.5261405088,37.0444845717,6,20150805012427,20250403173833,,34,4
항도몽돌해수욕장과 항도방파제,경상남도 남해군 미조면 송정리,http://tong.visitkorea.or.kr/cms/resource/11/2490311_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/11/2490311_image3_1.jpg,129491,12,0,,A01,A0101,A01011200,Type3,128.0483186179,34.7422481589,6,20070327090000,20250403091139,,36,5
연소해수욕장,전라남도 고흥군 금산면 연소양지길 70,http://tong.visitkorea.or.kr/cms/resource/38/2723738_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/38/2723738_image3_1.jpg,2723813,12,0,,A01,A0101,A01011200,Type3,127.1167129711,34.4476762381,,20210630002830,20250331170729,,38,2
중리해수욕장,전라남도 완도군 보길면 중통리,http://tong.visitkorea.or.kr/cms/resource/66/3459666_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/66/3459666_image3_1.jpg,126304,12,0,,A01,A0101,A01011200,Type1,126.5916046493,34.1631160324,6,20031107090000,20250331151445,,38,18
자은 백길해수욕장,전라남도 신안군 자은면 유각리,http://tong.visitkorea.or.kr/cms/resource/26/2654826_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/26/2654826_image3_1.jpg,126696,12,0,,A01,A0101,A01011200,Type3,126.0396036982,34.8500327639,6,20030714090000,20250331151228,,38,12
금장해수욕장,전라남도 고흥군 금산면 금장길 78-4,,,2723794,12,0,,A01,A0101,A01011200,,127.1635786247,34.4349812203,,20210629235123,20250331104644,,38,2
설레미해수욕장,전라남도 신안군 증도면 우전리 산37-6,,,2723780,12,0,,A01,A0101,A01011200,,126.1344426331,34.9614245008,6,20210629233148,20250328135314,,38,12
구봉솔숲해수욕장,경기도 안산시 단원구 대부북동 1870-87,http://tong.visitkorea.or.kr/cms/resource/43/2761543_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/43/2761543_image3_1.jpg,2761552,12,0,,A01,A0101,A01011200,Type3,126.5540398400,37.2819269945,6,20211025193644,20250328134302,,31,15
하나개해수욕장,인천광역시 중구 하나개로 150 (무의동),,,129254,12,0,,A01,A0101,A01011200,,126.4102556957,37.3844625784,6,20060926090000,20250328105846,,2,10
달산포해수욕장,충청남도 태안군 남면 달산리 1211-10,,,2758237,12,0,,A01,A0101,A01011200,,126.2938995371,36.6619164197,6,20211018234209,20250328101019,,34,14
사창해수욕장,충청남도 보령시 오천면 원산도리,http://tong.visitkorea.or.kr/cms/resource/21/2751221_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/21/2751221_image2_1.jpg,2750952,12,0,,A01,A0101,A01011200,Type3,126.4129104379,36.3653470110,6,20210929013816,20250328091421,,34,5
수문해수욕장,전라남도 장흥군 안양면 수문용곡로 194,,,126295,12,0,,A01,A0101,A01011200,,127.0355099313,34.6356427168,6,20040128090000,20250327170828,,38,20
먼동해수욕장,충청남도 태안군 원북면 구례포길 47-508,http://tong.visitkorea.or.kr/cms/resource/45/3450845_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/45/3450845_image3_1.jpg,2758238,12,0,,A01,A0101,A01011200,Type1,126.1874783414,36.8836084568,6,20211018234431,20250327164110,,34,14
난지섬해수욕장,충청남도 당진시 석문면 난지1길 67,http://tong.visitkorea.or.kr/cms/resource/20/1932520_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/20/1932520_image2_1.jpg,125849,12,0,,A01,A0101,A01011200,Type3,126.4241913673,37.0470102889,6,20060809090000,20250327155934,,34,4
당너머해수욕장,인천광역시 옹진군 영흥면 선재리,http://tong.visitkorea.or.kr/cms/resource/66/2791266_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/66/2791266_image2_1.JPG,2768080,12,0,,A01,A0101,A01011200,Type3,126.5306127249,37.2341515699,6,20211104185608,20250327153536,,2,9
금곡해수욕장,전라남도 완도군 생일면 금곡리,http://tong.visitkorea.or.kr/cms/resource/10/2516110_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/10/2516110_image2_1.jpg,1916699,12,0,,A01,A0101,A01011200,Type3,126.9625658558,34.3121999203,6,20140428232847,20250327150644,,38,18
증도 우전해수욕장,전라남도 신안군 증도면 지도증도로 1684,http://tong.visitkorea.or.kr/cms/resource/92/2612392_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/92/2612392_image3_1.jpg,126276,12,0,,A01,A0101,A01011200,Type3,126.1369505122,34.9710734516,6,20030813090000,20250327144043,,38,12
대천해수욕장스카이바이크,충청남도 보령시 해수욕장10길 75,,,2750944,28,,,A03,A0302,A03022700,,126.5066115021,36.3206259636,6,20210929012848,20250327110626,,34,5
오봉산해수욕장,충청남도 보령시 오천면 원산도7길 12,,,2750440,12,0,,A01,A0101,A01011200,,126.4078968145,36.3725044372,6,20210928191855,20250327100336,,34,5
원산도해수욕장,충청남도 보령시 오천면 원산도3길 44-64,http://tong.visitkorea.or.kr/cms/resource/37/2751237_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/37/2751237_image3_1.jpg,2750957,12,0,,A01,A0101,A01011200,Type3,126.4232789853,36.3639334609,6,20210929014102,20250327100014,,34,5
부산 송도해수욕장,부산광역시 서구 송도해변로 100,http://tong.visitkorea.or.kr/cms/resource/86/2504686_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/86/2504686_image3_1.jpg,126122,12,0,,A01,A0101,A01011200,Type3,129.0164588470,35.0739256715,6,20031209090000,20250326144550,,6,11
외달도 해수욕장,전라남도 목포시 외달도길 47-17,,,2388283,12,0,(달동),A01,A0101,A01011200,,126.2941828235,34.7806419384,6,20160615183437,20250326105107,,38,8
짱뚱어해수욕장,전라남도 신안군 증도면 대초리 1609-4,,,2723802,12,0,,A01,A0101,A01011200,,126.1349724449,34.9904545628,6,20210630000849,20250326103841,,38,12
솔개해수욕장,울산광역시 울주군 서생면 진하리,,,2788450,12,0,,A01,A0101,A01011200,,129.3464301981,35.3739398574,6,20211208024605,20250326102442,,7,5
남성리해수욕장,전라남도 고흥군 포두면 남성리 203-1,http://tong.visitkorea.or.kr/cms/resource/65/2788465_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/65/2788465_image3_1.jpg,2782702,12,0,,A01,A0101,A01011200,Type3,127.4075163003,34.5203452409,6,20211129201424,20250326101840,,38,2
하트해변(하누넘해수욕장),전라남도 신안군 비금면 하누넘해수욕장길 247,http://tong.visitkorea.or.kr/cms/resource/94/2742094_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/94/2742094_image2_1.jpg,2723767,12,0,,A01,A0101,A01011200,Type3,125.8956132335,34.7512638134,6,20210629230106,20250326090801,,38,12
나사해변(나사리해수욕장),울산광역시 울주군 서생면 나사리 434-5,http://tong.visitkorea.or.kr/cms/resource/54/3100154_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/54/3100154_image3_1.jpg,2777937,12,0,,A01,A0101,A01011200,Type1,129.3408533830,35.3568500029,6,20211123185800,20250325134846,,7,5
사목해수욕장,충청남도 태안군 이원면 내리,http://tong.visitkorea.or.kr/cms/resource/99/2519899_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/99/2519899_image2_1.jpg,1532423,12,0,,A01,A0101,A01011200,Type3,126.2924067266,36.9204059972,6,20120110230321,20250325104846,,34,14
제주신흥해수욕장,제주특별자치도 제주시 조천읍 조함해안로 273-35,http://tong.visitkorea.or.kr/cms/resource/57/2800157_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/57/2800157_image2_1.jpg,2789378,12,0,,A01,A0101,A01011200,Type3,126.6485444197,33.5519793450,6,20211208221219,20250324181503,,39,4
백사장해수욕장,충청남도 태안군 안면읍 창기리,http://tong.visitkorea.or.kr/cms/resource/26/2716426_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/26/2716426_image3_1.jpg,128902,12,0,1269-16,A01,A0101,A01011200,Type3,126.3137999443,36.5778208923,6,20060406090000,20250324175211,,34,14
안면해수욕장,충청남도 태안군 안면읍 정당리,,,128905,12,0,,A01,A0101,A01011200,,126.3292770956,36.5483051094,6,20060406090000,20250324173258,,34,14
남열해돋이해수욕장,전라남도 고흥군 영남면 남열리,http://tong.visitkorea.or.kr/cms/resource/30/3360830_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/30/3360830_image3_1.JPG,127546,12,0,,A01,A0101,A01011200,Type3,127.4869161920,34.5806370729,6,20030729090000,20250321112000,,38,2
설리해수욕장,경상남도 남해군 미조면 미송로303번길 70,http://tong.visitkorea.or.kr/cms/resource/25/3339025_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/25/3339025_image3_1.jpg,129487,12,0,(미조면),A01,A0101,A01011200,Type3,128.0255437691,34.7055990803,6,20070326090000,20250321112000,,36,5
함덕 서우봉 해변 (함덕해수욕장),제주특별자치도 제주시 조천읍 조함해안로 519-10,http://tong.visitkorea.or.kr/cms/resource/02/3354602_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/02/3354602_image3_1.jpg,126451,12,0,,A01,A0101,A01011200,Type3,126.6683567720,33.5439000013,6,20030909090000,20250320175026,,39,4
보령 해수욕장 관광특구,충청남도 보령시,http://tong.visitkorea.or.kr/cms/resource/78/3334178_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/78/3334178_image3_1.JPG,1957654,12,0,"신흑동, 응천읍 독산·관당리, 남포면 월전리 일원",A02,A0202,A02020200,Type3,126.5097752843,36.3138156874,6,20141021002605,20250319192947,,34,5
구시포해수욕장,전북특별자치도 고창군 상하면 자룡리,,,126290,12,0,,A01,A0101,A01011200,,126.4362984068,35.4463884377,6,20030919090000,20250319192725,,37,1
대전해수욕장,전라남도 고흥군 두원면 두원로 1306-30,http://tong.visitkorea.or.kr/cms/resource/19/3344719_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/19/3344719_image3_1.JPG,127883,12,0,,A01,A0101,A01011200,Type3,127.2724761027,34.7135268715,6,20030731090000,20250319192602,,38,2
장삼포해수욕장,충청남도 태안군 고남면 장곡리,http://tong.visitkorea.or.kr/cms/resource/69/3340569_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/69/3340569_image3_1.jpg,128922,12,0,,A01,A0101,A01011200,Type3,126.3600109353,36.4226478622,6,20060414090000,20250319191358,,34,14
동고리해수욕장,전라남도 완도군 신지면 신지로 1259-1,http://tong.visitkorea.or.kr/cms/resource/19/2723519_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/19/2723519_image2_1.jpg,2723525,12,0,,A01,A0101,A01011200,Type3,126.8799032227,34.3297826984,6,20210625231415,20250319191337,,38,18
두여해수욕장,충청남도 태안군 안면읍 정당리,http://tong.visitkorea.or.kr/cms/resource/49/3340749_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/49/3340749_image3_1.jpg,128893,12,0,1313-1,A01,A0101,A01011200,Type3,126.3297105565,36.5419475153,6,20060405090000,20250319190846,,34,14
방포해수욕장,충청남도 태안군 안면읍 방포1길 29-1,http://tong.visitkorea.or.kr/cms/resource/84/3340684_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/84/3340684_image3_1.jpg,125843,12,0,,A01,A0101,A01011200,Type3,126.3331027834,36.5087930546,6,20030701090000,20250319190322,,34,14
삼봉해수욕장,충청남도 태안군 안면읍 삼봉길 209-3,http://tong.visitkorea.or.kr/cms/resource/65/3340665_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/65/3340665_image3_1.jpg,125846,12,0,,A01,A0101,A01011200,Type3,126.3150888802,36.5715605240,6,20030701090000,20250319190233,,34,14
어은돌해수욕장,충청남도 태안군 소원면 모항리,http://tong.visitkorea.or.kr/cms/resource/73/3340773_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/73/3340773_image3_1.jpg,128894,12,0,,A01,A0101,A01011200,Type3,126.1294092752,36.7528475763,6,20060405090000,20250319190126,,34,14
마검포해수욕장,충청남도 태안군 남면 신온리,http://tong.visitkorea.or.kr/cms/resource/88/3340788_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/88/3340788_image3_1.jpg,128904,12,0,,A01,A0101,A01011200,Type3,126.2893097098,36.6076475953,6,20060406090000,20250319185318,,34,14
용동해수욕장,전라남도 고흥군 도덕면 용동리 590,http://tong.visitkorea.or.kr/cms/resource/64/3344864_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/64/3344864_image3_1.JPG,2723815,12,0,,A01,A0101,A01011200,Type3,127.1829193027,34.6323538997,,20210630004559,20250319184500,,38,2
갈음이해수욕장,충청남도 태안군 근흥면 정죽리,http://tong.visitkorea.or.kr/cms/resource/10/3340710_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/10/3340710_image3_1.jpg,127311,12,0,산 147-46,A01,A0101,A01011200,Type3,126.1520087212,36.6957489937,6,20031211090000,20250319184428,,34,14
학암포해수욕장,충청남도 태안군 원북면 옥파로 1163-27,http://tong.visitkorea.or.kr/cms/resource/45/3340745_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/45/3340745_image3_1.jpg,127917,12,0,,A01,A0101,A01011200,Type3,126.2041236489,36.8988458682,6,20030925090000,20250319184115,,34,14
기사문해수욕장,강원특별자치도 양양군 현북면 기사문길 8,,,2710823,12,0,(기사문리),A01,A0101,A01011200,,128.7307154940,38.0059498772,6,20210324200645,20250319173306,,32,7
잔교리해수욕장,강원특별자치도 양양군 현북면 동해대로 1080,,,2710829,12,0,(잔교리 4-4),A01,A0101,A01011200,,128.7430981246,37.9925377862,6,20210324201216,20250319172945,,32,7
광진해수욕장,강원특별자치도 양양군 현남면 광진리 234-5,,,2713784,12,0,,A01,A0101,A01011200,,128.7646636970,37.9649858474,6,20210416011635,20250319172211,,32,7
동산포해수욕장,강원특별자치도 양양군 현남면 동산큰길 39,,,2710849,12,0,,A01,A0101,A01011200,,128.7599720145,37.9791563343,6,20210324202924,20250319171910,,32,7
중광정해수욕장,강원특별자치도 양양군 현북면 하조대해안길 119,http://tong.visitkorea.or.kr/cms/resource/58/3389558_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/58/3389558_image3_1.JPG,2710821,12,0,,A01,A0101,A01011200,Type3,128.7175465614,38.0278081942,6,20210324200152,20250319171033,,32,7
장봉도 한들해수욕장,인천광역시 옹진군 북도면 장봉로465번길 70,http://tong.visitkorea.or.kr/cms/resource/89/3308689_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/89/3308689_image3_1.jpg,129251,12,0,,A01,A0101,A01011200,Type3,126.3468408637,37.5288391243,6,20060925090000,20250319143809,,2,9
월천해수욕장,강원특별자치도 삼척시 원덕읍 월천리 178-1,http://tong.visitkorea.or.kr/cms/resource/45/3387145_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/45/3387145_image3_1.JPG,2714805,12,0,,A01,A0101,A01011200,Type3,129.3533495391,37.1612261605,6,20210429020155,20250319112016,,32,4
월정리해변(월정리해수욕장),제주특별자치도 제주시 구좌읍 해맞이해안로 485,http://tong.visitkorea.or.kr/cms/resource/36/3011836_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/36/3011836_image3_1.jpg,1918639,12,0,,A01,A0101,A01011200,Type1,126.7982424575,33.5550758560,6,20140513194334,20250318215407,,39,4
대천해수욕장,충청남도 보령시 머드로 123,,,127866,12,0,,A01,A0101,A01011200,,126.5093475608,36.3132018619,6,20031205090000,20250318215211,041-933-7051,34,5
꽃지해수욕장,충청남도 태안군 안면읍 승언리,http://tong.visitkorea.or.kr/cms/resource/06/2649006_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/06/2649006_image3_1.jpg,126695,12,0,,A01,A0101,A01011200,Type3,126.3346639477,36.5013661578,6,20030701090000,20250318215153,,34,14
김녕성세기해변 (김녕해수욕장),제주특별자치도 제주시 구좌읍 구좌해안로 237,http://tong.visitkorea.or.kr/cms/resource/91/3480191_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/91/3480191_image3_1.jpg,129400,12,0,,A01,A0101,A01011200,Type1,126.7596485488,33.5566778337,6,20061121090000,20250318214956,,39,4
사촌해수욕장,경상남도 남해군 남면 남면로1229번길 44,http://tong.visitkorea.or.kr/cms/resource/36/2486336_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/36/2486336_image3_1.jpg,127779,12,0,,A01,A0101,A01011200,Type3,127.8560937545,34.7414171144,6,20030704090000,20250318205358,,36,5
꾸지나무골해수욕장,충청남도 태안군 이원면 내리,http://tong.visitkorea.or.kr/cms/resource/78/3341678_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/78/3341678_image3_1.jpg,1532338,12,0,,A01,A0101,A01011200,Type3,126.2929090667,36.9351487451,6,20120110224250,20250318202739,,34,14
구름포해수욕장,충청남도 태안군 소원면 구름포길 116,,,128892,12,0,,A01,A0101,A01011200,,126.1530549488,36.8358883858,6,20060405090000,20250318195538,,34,14
"두곡, 월포해수욕장",경상남도 남해군 남면 남면로111번길 77,http://tong.visitkorea.or.kr/cms/resource/93/2485693_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/93/2485693_image3_1.jpg,126682,12,0,,A01,A0101,A01011200,Type3,127.9070164001,34.7681205690,6,20030704090000,20250318194728,,36,5
동산해수욕장,강원특별자치도 양양군 현남면 동산큰길 84-54,http://tong.visitkorea.or.kr/cms/resource/70/3351770_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/70/3351770_image3_1.JPG,2710838,12,0,,A01,A0101,A01011200,Type3,128.7595719781,37.9814671694,6,20210324202530,20250318194719,,32,7
천리포해수욕장,충청남도 태안군 소원면 천리포1길 277-6,http://tong.visitkorea.or.kr/cms/resource/44/3346044_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/44/3346044_image3_1.jpg,125847,12,0,,A01,A0101,A01011200,Type3,126.1509865497,36.8032865619,6,20030701090000,20250318193006,,34,14
음포해수욕장,충청남도 태안군 이원면 사창리,http://tong.visitkorea.or.kr/cms/resource/19/3343519_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/19/3343519_image3_1.jpg,2753660,12,0,,A01,A0101,A01011200,Type3,126.2862104144,36.9073490673,6,20211006192217,20250318192634,,34,14
선유도해수욕장 (명사십리 해수욕장),전북특별자치도 군산시 옥도면,http://tong.visitkorea.or.kr/cms/resource/39/3350739_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/39/3350739_image3_1.jpg,2022531,12,0,,A01,A0101,A01011200,Type3,126.4110635938,35.8161737144,6,20150805005200,20250318192132,,37,2
동호해수욕장,전북특별자치도 고창군 해리면 동호리,http://tong.visitkorea.or.kr/cms/resource/11/3336511_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/11/3336511_image3_1.jpg,126286,12,0,712,A01,A0101,A01011200,Type1,126.4845145428,35.5181949778,6,20031204090000,20250318183620,,37,1
기성망양해수욕장,경상북도 울진군 기성면 망양리,http://tong.visitkorea.or.kr/cms/resource/54/2754154_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/54/2754154_image3_1.jpg,2753950,12,0,,A01,A0101,A01011200,Type3,129.4197307940,36.8525488916,6,20211006230359,20250318153545,,35,18
광암해수욕장,경상남도 창원시 마산합포구 진동면 광암해안길 117-22,,,2723589,12,0,,A01,A0101,A01011200,,128.5021445677,35.1021881390,6,20210626004018,20250317231946,,36,16
장돌해수욕장,충청남도 태안군 고남면 장곡리,http://tong.visitkorea.or.kr/cms/resource/89/3343589_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/89/3343589_image3_1.jpg,128899,12,0,,A01,A0101,A01011200,Type3,126.3654661682,36.4161681438,6,20060406090000,20250317194942,,34,14
영일대해수욕장,경상북도 포항시 북구 해안로 95,,,127698,12,0,(두호동),A01,A0101,A01011200,,129.3778441128,36.0572634790,6,20040210090000,20250317175152,,35,23
