콘텐츠제목,주소,대표이미지(원본),대표이미지(썸네일),콘텐츠ID,콘텐츠타입ID,교과서속여행지,상세주소,대분류,중분류,소분류,저작권유형,GPSX좌표,GPSY좌표 ,MAP레벨,등록일,수정일,전화번호,지역코드,시군구코드
나곡해수욕장,경상북도 울진군 나실길 20-20,http://tong.visitkorea.or.kr/cms/resource/76/3060776_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/76/3060776_image3_1.JPG,129630,12,0,,A01,A0101,A01011200,Type3,129.3708990607,37.1257472378,6,20070720090000,20240605143106,,35,18
구산해수욕장,경상북도 울진군 기성면 기성로 108,http://tong.visitkorea.or.kr/cms/resource/70/3039170_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/70/3039170_image3_1.JPG,126102,12,0,,A01,A0101,A01011200,Type3,129.4674823321,36.7533222575,6,20030704090000,20240605142639,,35,18
구룡포해수욕장,경상북도 포항시 남구 구룡포읍 호미로426번길 6,http://tong.visitkorea.or.kr/cms/resource/11/3042811_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/11/3042811_image3_1.jpg,127214,12,0,,A01,A0101,A01011200,Type3,129.5662849025,35.9968322529,6,20040210090000,20240605112727,,35,23
후포해수욕장,경상북도 울진군 후포면 삼율리,http://tong.visitkorea.or.kr/cms/resource/91/3038291_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/91/3038291_image3_1.JPG,129015,12,0,,A01,A0101,A01011200,Type3,129.4420091571,36.6750445745,6,20060620090000,20240605112036,,35,18
실미해수욕장,인천광역시 중구 큰무리로 99,http://tong.visitkorea.or.kr/cms/resource/48/3047048_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/48/3047048_image3_1.jpg,129253,12,0,(무의동),A01,A0101,A01011200,Type3,126.4038613398,37.4025436985,6,20060926090000,20240605091803,,2,10
장사해수욕장,경상북도 영덕군 남정면 동해대로 3592,http://tong.visitkorea.or.kr/cms/resource/53/2699053_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/53/2699053_image3_1.jpg,126097,12,0,,A01,A0101,A01011200,Type3,129.3755821980,36.2824379283,6,20031222090000,20240604185506,,35,12
남애1리해수욕장,강원특별자치도 양양군 현남면 남애리,http://tong.visitkorea.or.kr/cms/resource/96/2915996_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/96/2915996_image3_1.JPG,2916001,12,,,A01,A0101,A01011200,Type3,128.7786270987,37.9400556780,6,20221123122341,20240604171259,,32,7
가계해수욕장,전라남도 진도군 고군면 신비의바닷길 47,http://tong.visitkorea.or.kr/cms/resource/36/3079736_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/36/3079736_image3_1.jpg,126273,12,0,(고군면),A01,A0101,A01011200,Type3,126.3547412438,34.4354594945,6,20031107090000,20240604170101,,38,21
신흥해수욕장,전라남도 완도군 청산면 신흥리,http://tong.visitkorea.or.kr/cms/resource/15/214515_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/15/214515_image3_1.jpg,129542,12,0,(청산면),A01,A0101,A01011200,Type3,126.9076598501,34.1836828016,6,20070507090000,20240604165856,,38,18
연곡해변(연곡해수욕장),강원특별자치도 강릉시 연곡면 해안로 1282,http://tong.visitkorea.or.kr/cms/resource/18/3016218_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/18/3016218_image3_1.jpg,125698,12,0,,A01,A0101,A01011200,Type3,128.8520479561,37.8599163974,6,20031209090000,20240604154032,,32,1
안인해변(안인해수욕장),강원특별자치도 강릉시 강동면 안인진리,http://tong.visitkorea.or.kr/cms/resource/16/2824916_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/16/2824916_image3_1.jpg,125697,12,0,,A01,A0101,A01011200,Type1,128.9904199396,37.7343114116,6,20040227090000,20240604152211,,32,1
등명해변(등명해수욕장),강원특별자치도 강릉시 강동면 정동진리,http://tong.visitkorea.or.kr/cms/resource/64/3016064_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/64/3016064_image3_1.jpg,125695,12,0,,A01,A0101,A01011200,Type3,129.0166157380,37.7042126254,6,20040227090000,20240604151407,,32,1
궁평리 해수욕장,경기도 화성시 서신면 수문개길 81-36,http://tong.visitkorea.or.kr/cms/resource/29/3031629_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/29/3031629_image3_1.JPG,1932009,12,0,,A01,A0101,A01011200,Type3,126.6848100679,37.1233976547,6,20140704195111,20240603153604,,31,31
상록해수욕장,전북특별자치도 부안군 변산면 변산로 3210-16,http://tong.visitkorea.or.kr/cms/resource/06/3067106_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/06/3067106_image3_1.jpg,126278,12,0,,A01,A0101,A01011200,Type3,126.4822571170,35.6007494449,6,20030908090000,20240531112007,,37,6
조금나루해수욕장,전라남도 무안군 망운면 송현리 1070-3,http://tong.visitkorea.or.kr/cms/resource/07/3060407_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/07/3060407_image3_1.jpg,126616,12,0,,A01,A0101,A01011200,Type3,126.3363627904,34.9960461109,6,20030704090000,20240530111430,,38,9
용화해수욕장 야영장,강원특별자치도 삼척시 근덕면 용화해변길 23,http://tong.visitkorea.or.kr/cms/resource/84/2797084_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/84/2797084_image2_1.jpg,2752748,28,,,A03,A0302,A03021700,Type3,129.3054998805,37.2893160794,6,20211005192517,20240521142339,,32,4
벌천포해수욕장,충청남도 서산시 대산읍 오지리,http://tong.visitkorea.or.kr/cms/resource/55/3055355_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/55/3055355_image3_1.JPG,2660694,12,0,,A01,A0101,A01011200,Type3,126.3369097525,36.9678818273,6,20200622234345,20240517135112,,34,7
사촌해수욕장야영장,경상남도 남해군 남면 남면로1229번길 44,http://tong.visitkorea.or.kr/cms/resource/95/2753195_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/95/2753195_image2_1.jpg,2752724,28,,,A03,A0302,A03021700,Type3,127.8563603426,34.7435918756,6,20211005190732,20231013133637,,36,5
해수욕장과 절경 산책로를 품은 ‘보물섬’,,http://tong.visitkorea.or.kr/cms/resource/18/1385518_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/18/1385518_image3_1.jpg,2357525,25,,,C01,C0114,C01140001,Type3,126.6009780171,37.4549243971,6,20161230002116,20230809170858,,2,9
서해안 해수욕장을 따라 여행하다,,http://tong.visitkorea.or.kr/cms/resource/29/1598829_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/29/1598829_image3_1.jpg,1938184,25,,,C01,C0112,C01120001,Type3,126.5097752843,36.3138156874,,20140730234849,20230808143132,,34,5
